Qualtrics.RID,Block,Choice.Task,Alternative,Chosen.Alternative,Choice.Binary,chemical,training,support,cost,Demo_Age,Demo_Gender,Demo_Education,Demo_Education.Text,Farm_Land.Size,Farm_Tenure,Farm_Tenure.Text,Baseline_Fert.kg,Baseline_Herbicide,RecordedDate,Consent
R_bloqvMoWEZnDrro,2,13,1,2,0,3,1,2,22,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,13,2,2,1,1,2,1,84,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,13,3,2,0,0,0,0,0,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,14,1,3,0,3,3,1,22,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,14,2,3,0,1,2,3,84,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,14,3,3,1,0,0,0,0,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,15,1,1,1,3,1,3,113,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,15,2,1,0,2,3,2,11,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,15,3,1,0,0,0,0,0,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,16,1,3,0,2,1,1,84,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,16,2,3,0,1,3,2,22,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,16,3,3,1,0,0,0,0,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,9,1,3,0,1,3,1,113,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,9,2,3,0,2,2,3,11,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bloqvMoWEZnDrro,2,9,3,3,1,0,0,0,0,NA,2,2,NA,6,4,Phasellus nibh curabitur lectus venenatis lectus proin eleifend. Scelerisque vehicula.,NA,NA,2026-07-30T22:53:48Z,1
R_bmhVAqnc6nrsAUm,2,10,1,3,0,2,3,3,113,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,10,2,3,0,3,1,1,11,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,10,3,3,1,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,11,1,1,1,2,3,1,11,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,11,2,1,0,3,1,3,113,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,11,3,1,0,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,12,1,3,0,1,1,3,11,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,12,2,3,0,3,3,2,113,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,12,3,3,1,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,13,1,2,0,3,1,2,22,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,13,2,2,1,1,2,1,84,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,13,3,2,0,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,14,1,3,0,3,3,1,22,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,14,2,3,0,1,2,3,84,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,14,3,3,1,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,15,1,3,0,3,1,3,113,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,15,2,3,0,2,3,2,11,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,15,3,3,1,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,16,1,2,0,2,1,1,84,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,16,2,2,1,1,3,2,22,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,16,3,2,0,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,9,1,3,0,1,3,1,113,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,9,2,3,0,2,2,3,11,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_bmhVAqnc6nrsAUm,2,9,3,3,1,0,0,0,0,NA,3,3,NA,4,4,"Natoque? Sodales, lorem ullamcorper egestas nulla. Lacus ridiculus. Justo pellentesque.",NA,NA,2026-07-30T22:53:56Z,1
R_br5IRbLRQ3RjSRw,2,10,1,1,1,2,3,3,113,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,10,2,1,0,3,1,1,11,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,10,3,1,0,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,11,1,1,1,2,3,1,11,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,11,2,1,0,3,1,3,113,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,11,3,1,0,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,12,1,1,1,1,1,3,11,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,12,2,1,0,3,3,2,113,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,12,3,1,0,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,13,1,3,0,3,1,2,22,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,13,2,3,0,1,2,1,84,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,13,3,3,1,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,14,1,1,1,3,3,1,22,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,14,2,1,0,1,2,3,84,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,14,3,1,0,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,15,1,3,0,3,1,3,113,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,15,2,3,0,2,3,2,11,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,15,3,3,1,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,16,1,3,0,2,1,1,84,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,16,2,3,0,1,3,2,22,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,16,3,3,1,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,9,1,1,1,1,3,1,113,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,9,2,1,0,2,2,3,11,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_br5IRbLRQ3RjSRw,2,9,3,1,0,0,0,0,0,NA,2,5,NA,5,4,Malesuada ultricies blandit? Natoque interdum maecenas massa ligula sem ipsum.,NA,NA,2026-07-30T22:53:47Z,1
R_brugjAwwLqa94Im,1,1,1,6,0,1,2,1,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,1,2,6,0,2,3,3,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,1,3,6,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,2,1,2,0,2,3,3,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,2,2,2,1,3,2,2,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,2,3,2,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,3,1,1,1,3,2,1,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,3,2,1,0,1,1,3,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,3,3,1,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,4,1,2,0,2,2,2,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,4,2,2,1,1,3,1,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,4,3,2,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,5,1,3,0,1,2,2,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,5,2,3,0,2,1,1,11,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,5,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,6,1,3,0,3,2,3,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,6,2,3,0,2,1,2,113,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,6,3,3,1,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,7,1,2,0,3,3,2,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,7,2,2,1,2,2,1,84,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,7,3,2,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,8,1,2,0,1,1,2,56,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,8,2,2,1,3,3,3,22,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_brugjAwwLqa94Im,1,8,3,2,0,0,0,0,0,NA,1,2,NA,NA,1,NA,NA,NA,2026-07-30T20:30:19Z,1
R_cC6h6nbQuoXKyCG,2,10,1,2,0,2,3,3,113,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,10,2,2,1,3,1,1,11,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,10,3,2,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,11,1,2,0,2,3,1,11,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,11,2,2,1,3,1,3,113,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,11,3,2,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,12,1,1,1,1,1,3,11,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,12,2,1,0,3,3,2,113,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,12,3,1,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,13,1,2,0,3,1,2,22,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,13,2,2,1,1,2,1,84,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,13,3,2,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,14,1,2,0,3,3,1,22,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,14,2,2,1,1,2,3,84,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,14,3,2,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,15,1,1,1,3,1,3,113,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,15,2,1,0,2,3,2,11,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,15,3,1,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,16,1,3,0,2,1,1,84,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,16,2,3,0,1,3,2,22,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,16,3,3,1,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,9,1,1,1,1,3,1,113,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,9,2,1,0,2,2,3,11,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cC6h6nbQuoXKyCG,2,9,3,1,0,0,0,0,0,NA,2,2,NA,NA,3,NA,NA,NA,2026-06-23T11:57:17Z,1
R_cGs9EXBlLWACqhg,2,10,1,2,0,2,3,3,113,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,10,2,2,1,3,1,1,11,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,10,3,2,0,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,11,1,3,0,2,3,1,11,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,11,2,3,0,3,1,3,113,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,11,3,3,1,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,12,1,3,0,1,1,3,11,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,12,2,3,0,3,3,2,113,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,12,3,3,1,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,13,1,3,0,3,1,2,22,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,13,2,3,0,1,2,1,84,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,13,3,3,1,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,14,1,2,0,3,3,1,22,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,14,2,2,1,1,2,3,84,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,14,3,2,0,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,15,1,3,0,3,1,3,113,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,15,2,3,0,2,3,2,11,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,15,3,3,1,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,16,1,2,0,2,1,1,84,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,16,2,2,1,1,3,2,22,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,16,3,2,0,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,9,1,1,1,1,3,1,113,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,9,2,1,0,2,2,3,11,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cGs9EXBlLWACqhg,2,9,3,1,0,0,0,0,0,NA,2,2,NA,NA,1,NA,NA,NA,2026-07-30T20:29:57Z,1
R_cOrbpOJct52hdpI,2,10,1,3,0,2,3,3,113,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,10,2,3,0,3,1,1,11,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,10,3,3,1,0,0,0,0,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,11,1,2,0,2,3,1,11,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,11,2,2,1,3,1,3,113,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,11,3,2,0,0,0,0,0,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,12,1,3,0,1,1,3,11,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,12,2,3,0,3,3,2,113,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
R_cOrbpOJct52hdpI,2,12,3,3,1,0,0,0,0,NA,1,3,NA,NA,4,Faucibus tempor dignissim vehicula auctor. Ac molestie dolor! Erat praesent. Ullamcorper fermentum arcu.,NA,NA,2026-07-15T13:31:04Z,1
